condition_id,matched_group_id,game,split,private_state,belief,objective,value_margin,strategy,expected_action,top1_text,formatting_compliant,correct,legal_choice,legal_choice_correct,regret,output_entropy,chosen_probability
chameleon-dis-a0f2af659402,chameleon-discovery-02,chameleon,discovery,insider:volcano,0.6,1.0,0.35,balanced_clue,B,A,True,False,A,False,0.4,0.5157701710769331,0.8504492765946786
chameleon-dis-f6361c4d1bf3,chameleon-discovery-04,chameleon,discovery,insider:volcano,0.6,1.0,0.35,balanced_clue,B,A,True,False,A,False,0.4,0.5157701710769331,0.8504492765946786
chameleon-val-122bb906f73c,chameleon-validation-03,chameleon,validation,chameleon:unknown,0.25,0.0,0.24999999999999994,concealing_clue,A,A,True,True,A,True,0.0,1.0986122867122248,0.33333332672197086
chameleon-val-1af0b2e87f45,chameleon-validation-00,chameleon,validation,insider:volcano,0.6,1.0,0.35,balanced_clue,B,B,True,True,B,True,0.0,0.7911926671986679,0.7174510248640609
chameleon-val-2f49e26f9b69,chameleon-validation-04,chameleon,validation,insider:volcano,0.6,1.0,0.35,balanced_clue,B,B,True,True,B,True,0.0,0.7911926671986679,0.7174510248640609
chameleon-val-4f2cbae47ef4,chameleon-validation-03,chameleon,validation,insider:violin,0.6,1.0,0.35,balanced_clue,B,B,True,True,B,True,0.0,0.7302172383438459,0.7506115590056399
chameleon-val-7d63a490f06c,chameleon-validation-05,chameleon,validation,insider:violin,0.6,1.0,0.35,balanced_clue,B,B,True,True,B,True,0.0,0.7302172383438459,0.7506115590056399
chameleon-val-978a3c720fe4,chameleon-validation-01,chameleon,validation,chameleon:unknown,0.25,0.0,0.24999999999999994,concealing_clue,A,A,True,True,A,True,0.0,1.0986122867122248,0.33333332672197086
chameleon-val-a95f4a189e7d,chameleon-validation-02,chameleon,validation,insider:volcano,0.6,1.0,0.35,balanced_clue,B,B,True,True,B,True,0.0,0.7911926671986679,0.7174510248640609
chameleon-val-aa8f5c136cb6,chameleon-validation-05,chameleon,validation,chameleon:unknown,0.25,0.0,0.24999999999999994,concealing_clue,A,A,True,True,A,True,0.0,1.0986122867122248,0.33333332672197086
chameleon-val-c48e19b7a6ba,chameleon-validation-00,chameleon,validation,chameleon:unknown,0.25,0.0,0.24999999999999994,concealing_clue,A,B,True,False,B,False,0.24999999999999994,1.0934242212375505,0.37575652446939817
chameleon-val-d813fcf302c4,chameleon-validation-01,chameleon,validation,insider:violin,0.6,1.0,0.35,balanced_clue,B,B,True,True,B,True,0.0,0.7302172383438459,0.7506115590056399
chameleon-val-ebdb388b4c44,chameleon-validation-02,chameleon,validation,chameleon:unknown,0.25,0.0,0.24999999999999994,concealing_clue,A,B,True,False,B,False,0.24999999999999994,1.0934242212375505,0.37575652446939817
chameleon-val-fdb6d9c3a399,chameleon-validation-04,chameleon,validation,chameleon:unknown,0.25,0.0,0.24999999999999994,concealing_clue,A,B,True,False,B,False,0.24999999999999994,1.0968303414031717,0.3616644808824612
cheap_talk-dis-0f50c9fb082c,cheap_talk-discovery-04,cheap_talk,discovery,4,0.6,3.0,4.0,aligned_message,B,B,True,True,B,True,0.0,0.009701002983683893,0.9988282359826388
cheap_talk-dis-467e074555f4,cheap_talk-discovery-00,cheap_talk,discovery,0,0.0,0.0,9.0,aligned_message,A,A,True,True,A,True,0.0,0.0030890033958073638,0.99968324206177
cheap_talk-dis-488e5bdb53c6,cheap_talk-discovery-03,cheap_talk,discovery,3,0.6,4.0,0.0,aligned_message,B,B,True,True,B,True,0.0,0.35616153574224974,0.9031149907762794
cheap_talk-dis-5f0e3bfdec30,cheap_talk-discovery-02,cheap_talk,discovery,2,0.6,0.0,9.0,influence_message,A,A,True,True,A,True,0.0,0.005698515487975861,0.9993662085013781
cheap_talk-dis-7afe800d936a,cheap_talk-discovery-04,cheap_talk,discovery,4,0.6,5.0,4.0,influence_message,C,C,True,True,C,True,0.0,0.01905803815838561,0.9974978745619564
cheap_talk-dis-c20533cc1423,cheap_talk-discovery-01,cheap_talk,discovery,1,0.0,1.0,3.0,aligned_message,A,A,True,True,A,True,0.0,0.18344616320689,0.9606553789581043
cheap_talk-dis-c93ba12aa4be,cheap_talk-discovery-00,cheap_talk,discovery,0,0.0,0.0,9.0,aligned_message,A,A,True,True,A,True,0.0,0.0008160315422870799,0.9999270492388316
cheap_talk-dis-d0deb10f3abf,cheap_talk-discovery-03,cheap_talk,discovery,3,0.6,2.0,3.0,aligned_message,B,B,True,True,B,True,0.0,0.6092172161273444,0.7892242000664191
cheap_talk-dis-ed589e963cc6,cheap_talk-discovery-02,cheap_talk,discovery,2,0.6,2.0,3.0,aligned_message,B,A,True,False,A,False,3.0,0.44212049427326067,0.8587642003230915
cheap_talk-dis-ee22a3dde60d,cheap_talk-discovery-01,cheap_talk,discovery,1,0.0,0.0,9.0,aligned_message,A,A,True,True,A,True,0.0,0.006621778282247261,0.9992512115071438
cheap_talk-dis-f54a909b008d,cheap_talk-discovery-05,cheap_talk,discovery,5,1.0,4.0,0.0,influence_message,B,B,True,True,B,True,0.0,0.738654123850973,0.698418020594926
cheap_talk-dis-f5eab41cd1ec,cheap_talk-discovery-05,cheap_talk,discovery,5,1.0,5.0,4.0,aligned_message,C,C,True,True,C,True,0.0,0.0029250640860148266,0.9997018272905177
cheap_talk-val-17649cedcd31,cheap_talk-validation-00,cheap_talk,validation,0,0.0,0.0,9.0,aligned_message,A,A,True,True,A,True,0.0,0.6273904821627674,0.7594732240255746
cheap_talk-val-24fef642c55a,cheap_talk-validation-05,cheap_talk,validation,5,1.0,4.0,0.0,influence_message,B,B,True,True,B,True,0.0,0.9077488204799828,0.6339176411849324
cheap_talk-val-3cb13c4584d0,cheap_talk-validation-03,cheap_talk,validation,3,0.6,4.0,0.0,aligned_message,B,B,True,True,B,True,0.0,0.8319095517340551,0.6897735098704217
cheap_talk-val-3e63f2ec7623,cheap_talk-validation-04,cheap_talk,validation,4,0.6,3.0,4.0,aligned_message,B,B,True,True,B,True,0.0,0.6567055911662443,0.7818628455728375
cheap_talk-val-47e2b478ac09,cheap_talk-validation-01,cheap_talk,validation,1,0.0,1.0,3.0,aligned_message,A,B,True,False,B,False,3.0,0.9077488204799828,0.6339176411849324
cheap_talk-val-83b029292fa9,cheap_talk-validation-05,cheap_talk,validation,5,1.0,5.0,4.0,aligned_message,C,B,True,False,B,False,4.0,0.9005585095606878,0.4643915895574996
cheap_talk-val-85c6bdbc3b0a,cheap_talk-validation-01,cheap_talk,validation,1,0.0,0.0,9.0,aligned_message,A,A,True,True,A,True,0.0,0.9005585095606877,0.4643915895574996
cheap_talk-val-c661c1b62b2a,cheap_talk-validation-04,cheap_talk,validation,4,0.6,5.0,4.0,influence_message,C,C,True,True,C,True,0.0,0.8771936203907647,0.5268055372390475
cheap_talk-val-ca21064e3d70,cheap_talk-validation-03,cheap_talk,validation,3,0.6,2.0,3.0,aligned_message,B,B,True,True,B,True,0.0,0.9243615444880164,0.6170100769028247
cheap_talk-val-cdb8bd1bfeea,cheap_talk-validation-00,cheap_talk,validation,0,0.0,0.0,9.0,aligned_message,A,A,True,True,A,True,0.0,0.8489442664891499,0.5342407708296991
cheap_talk-val-f1c168ea3ffa,cheap_talk-validation-02,cheap_talk,validation,2,0.6,0.0,9.0,influence_message,A,A,True,True,A,True,0.0,0.9005585095606877,0.4643915895574996
cheap_talk-val-f27dea1c2476,cheap_talk-validation-02,cheap_talk,validation,2,0.6,2.0,3.0,aligned_message,B,B,True,True,B,True,0.0,0.962672240125023,0.5592524894258932
disclosure-dis-23c874cb2440,disclosure-discovery-03,disclosure,discovery,"4,-3",0.3333333333333333,5.0,5.0,selective_disclosure,A,A,True,True,A,True,0.0,0.8121608083566827,0.7009607347474671
disclosure-dis-2598dd78cddd,disclosure-discovery-04,disclosure,discovery,"-2,4",0.3333333333333333,5.0,5.0,selective_disclosure,B,B,True,True,B,True,0.0,0.9569929076576017,0.58707263883482
disclosure-dis-344b3e5f9fa0,disclosure-discovery-02,disclosure,discovery,"4,-1",0.6666666666666666,5.0,0.75,selective_disclosure,A,A,True,True,A,True,0.0,0.7107449268221331,0.7596794709994369
disclosure-dis-3e5e149ec6d8,disclosure-discovery-02,disclosure,discovery,"-1,3",0.6666666666666666,5.0,0.75,selective_disclosure,B,B,True,True,B,True,0.0,0.942269140422066,0.6044545025250118
disclosure-dis-433277b42254,disclosure-discovery-01,disclosure,discovery,"2,-3",0.3333333333333333,5.0,5.0,selective_disclosure,A,A,True,True,A,True,0.0,0.7706203427970251,0.7295619127860904
disclosure-dis-635be9163ae9,disclosure-discovery-00,disclosure,discovery,"3,-2",0.6666666666666666,5.0,0.25,selective_disclosure,A,A,True,True,A,True,0.0,0.8121608083566827,0.7009607347474671
disclosure-dis-66e960611c94,disclosure-discovery-05,disclosure,discovery,"1,4",0.6666666666666666,5.0,0.75,selective_disclosure,B,B,True,True,B,True,0.0,0.952213510110888,0.5796408692927817
disclosure-dis-c54944ecbb72,disclosure-discovery-04,disclosure,discovery,"2,-1",0.0,5.0,0.0,selective_disclosure,A,A,True,True,A,True,0.0,0.8321266495251552,0.684800769777149
disclosure-dis-c75997c880da,disclosure-discovery-01,disclosure,discovery,"1,2",0.3333333333333333,5.0,4.5,full_disclosure,C,A,True,False,A,False,4.5,1.0860958706284785,0.4055002027564993
disclosure-dis-db8e77771b77,disclosure-discovery-03,disclosure,discovery,"1,3",0.6666666666666666,5.0,0.25,selective_disclosure,B,B,True,True,B,True,0.0,0.9967693417844812,0.537659269411776
disclosure-dis-e18b21ec0863,disclosure-discovery-05,disclosure,discovery,"3,2",0.3333333333333333,5.0,4.25,full_disclosure,C,A,True,False,A,False,4.25,0.796141321236325,0.692479831664699
disclosure-dis-e27015cd0ce9,disclosure-discovery-00,disclosure,discovery,"2,2",0.3333333333333333,5.0,4.75,full_disclosure,C,A,True,False,A,False,4.75,1.0042933545676165,0.5178173052405282
disclosure-val-13c0a438536e,disclosure-validation-05,disclosure,validation,"1,4",0.6666666666666666,5.0,0.75,selective_disclosure,B,B,True,True,B,True,0.0,0.8708041510829108,0.6624117836241209
disclosure-val-349b373079ca,disclosure-validation-02,disclosure,validation,"-1,3",0.6666666666666666,5.0,0.75,selective_disclosure,B,B,True,True,B,True,0.0,0.8121608012311748,0.7009606720766965
disclosure-val-42cbd5a72c3c,disclosure-validation-01,disclosure,validation,"2,-3",0.3333333333333333,5.0,5.0,selective_disclosure,A,A,True,True,A,True,0.0,1.0870430214177322,0.38913746306440744
disclosure-val-690edee2cb31,disclosure-validation-05,disclosure,validation,"3,2",0.3333333333333333,5.0,4.25,full_disclosure,C,A,True,False,A,False,4.25,1.0651384492817582,0.44993351555495514
disclosure-val-6b734f00fa81,disclosure-validation-03,disclosure,validation,"4,-3",0.3333333333333333,5.0,5.0,selective_disclosure,A,A,True,True,A,True,0.0,1.0844413283803247,0.37212220878691943
disclosure-val-6b869d6a6011,disclosure-validation-04,disclosure,validation,"2,-1",0.0,5.0,0.0,selective_disclosure,A,A,True,True,A,True,0.0,1.0818972062050498,0.4211273723514297
disclosure-val-864814d8ec17,disclosure-validation-03,disclosure,validation,"1,3",0.6666666666666666,5.0,0.25,selective_disclosure,B,B,True,True,B,True,0.0,0.9432484266985841,0.6063160268572875
disclosure-val-8af354a7383c,disclosure-validation-02,disclosure,validation,"4,-1",0.6666666666666666,5.0,0.75,selective_disclosure,A,A,True,True,A,True,0.0,1.0780996534638643,0.4192289720773704
disclosure-val-9714f7e8f0c2,disclosure-validation-00,disclosure,validation,"2,2",0.3333333333333333,5.0,4.75,full_disclosure,C,A,True,False,A,False,4.75,1.0844413283803247,0.37212220878691943
disclosure-val-a16b0593e222,disclosure-validation-01,disclosure,validation,"1,2",0.3333333333333333,5.0,4.5,full_disclosure,C,A,True,False,A,False,4.5,1.0844413283803247,0.37212220878691943
disclosure-val-cd7b73b07efd,disclosure-validation-04,disclosure,validation,"-2,4",0.3333333333333333,5.0,5.0,selective_disclosure,B,B,True,True,B,True,0.0,0.8890375357226228,0.6460855406670304
disclosure-val-d377f56aab3d,disclosure-validation-00,disclosure,validation,"3,-2",0.6666666666666666,5.0,0.25,selective_disclosure,A,A,True,True,A,True,0.0,1.0743683565252131,0.3836517299974744
inspection-dis-154b1eea22f5,inspection-discovery-03,inspection,discovery,audit_0.35,0.35,3.8000000000000007,0.1999999999999993,safe,B,B,True,True,B,True,0.0,0.687046451455994,0.5916816560307229
inspection-dis-334f42de6725,inspection-discovery-05,inspection,discovery,audit_0.65,0.65,2.1999999999999993,1.8000000000000007,safe,B,B,True,True,B,True,0.0,0.6947819445776107,0.5908290922005726
inspection-dis-572b273e3176,inspection-discovery-02,inspection,discovery,audit_0.25,0.25,7.5,4.5,risk,A,B,True,False,B,False,4.5,0.6947819445776107,0.5908290922005726
inspection-dis-9623e058c6bb,inspection-discovery-05,inspection,discovery,audit_0.65,0.65,-0.40000000000000036,4.0,safe,B,B,True,True,B,True,0.0,0.7016603676858771,0.5899968519728163
inspection-dis-9f4464af3982,inspection-discovery-03,inspection,discovery,audit_0.35,0.35,2.4000000000000004,1.5999999999999996,safe,B,B,True,True,B,True,0.0,0.6912127010036394,0.5912345692537888
inspection-dis-c30ef61f5a1d,inspection-discovery-02,inspection,discovery,audit_0.25,0.25,6.5,3.5,risk,A,B,True,False,B,False,3.5,0.7100459538997592,0.5597738100624071
inspection-dis-c88abfc5348e,inspection-discovery-01,inspection,discovery,audit_0.15,0.15,6.6,2.5999999999999996,risk,A,B,True,False,B,False,2.5999999999999996,0.6896804087852126,0.591402513257737
inspection-dis-d1cd77ff816c,inspection-discovery-00,inspection,discovery,audit_0.05,0.05,7.5,4.5,risk,A,B,True,False,B,False,4.5,0.6972575011858401,0.5611723850138731
inspection-dis-df7ab22c5acd,inspection-discovery-01,inspection,discovery,audit_0.15,0.15,7.2,3.2,risk,A,B,True,False,B,False,3.2,0.6972575011858401,0.5611723850138731
inspection-dis-e5a40e6f33dc,inspection-discovery-04,inspection,discovery,audit_0.50,0.5,4.0,1.0,risk,A,B,True,False,B,False,1.0,0.7034611552637872,0.5605229240416502
inspection-dis-f2030e5600b7,inspection-discovery-04,inspection,discovery,audit_0.50,0.5,2.0,1.0,safe,B,B,True,True,B,True,0.0,0.7103043536404113,0.529536736087917
inspection-dis-f2c1ae718e76,inspection-discovery-00,inspection,discovery,audit_0.05,0.05,7.3,4.3,risk,A,B,True,False,B,False,4.3,0.6882962201411513,0.5915507242417413
inspection-val-433154d9d366,inspection-validation-01,inspection,validation,audit_0.15,0.15,6.6,2.5999999999999996,risk,A,A,True,True,A,True,0.0,0.6885780906352299,0.6460575832303556
inspection-val-552e96b8df68,inspection-validation-02,inspection,validation,audit_0.25,0.25,6.5,3.5,risk,A,A,True,True,A,True,0.0,0.7171446269978408,0.6154428104280184
inspection-val-62f2fac0127d,inspection-validation-03,inspection,validation,audit_0.35,0.35,3.8000000000000007,0.1999999999999993,safe,B,A,True,False,A,False,0.1999999999999993,0.7484207223115137,0.4941889318170722
inspection-val-9e024a05391e,inspection-validation-04,inspection,validation,audit_0.50,0.5,4.0,1.0,risk,A,A,True,True,A,True,0.0,0.790602612853422,0.4878555668170735
inspection-val-b25e03937123,inspection-validation-04,inspection,validation,audit_0.50,0.5,2.0,1.0,safe,B,B,True,True,B,True,0.0,0.7588269991754061,0.5527921873614987
inspection-val-b9e6376d36f0,inspection-validation-00,inspection,validation,audit_0.05,0.05,7.3,4.3,risk,A,A,True,True,A,True,0.0,0.6203425238143218,0.7258562995382007
inspection-val-c90b3bbe930c,inspection-validation-03,inspection,validation,audit_0.35,0.35,2.4000000000000004,1.5999999999999996,safe,B,B,True,True,B,True,0.0,0.7491604147420806,0.5246549217219122
inspection-val-cc9ddeeefafd,inspection-validation-02,inspection,validation,audit_0.25,0.25,7.5,4.5,risk,A,A,True,True,A,True,0.0,0.6755983877742285,0.6726619629645618
inspection-val-d44fd4aef344,inspection-validation-05,inspection,validation,audit_0.65,0.65,-0.40000000000000036,4.0,safe,B,B,True,True,B,True,0.0,0.7455320292991018,0.5834515165398554
inspection-val-da40d74b2bc3,inspection-validation-00,inspection,validation,audit_0.05,0.05,7.5,4.5,risk,A,A,True,True,A,True,0.0,0.5404615993675038,0.7927125642819636
inspection-val-da9966f6a510,inspection-validation-01,inspection,validation,audit_0.15,0.15,7.2,3.2,risk,A,A,True,True,A,True,0.0,0.6809329007637075,0.6472219010392681
inspection-val-fe80da501e6f,inspection-validation-05,inspection,validation,audit_0.65,0.65,2.1999999999999993,1.8000000000000007,safe,B,B,True,True,B,True,0.0,0.7333274954216156,0.5854651648142741
kuhn-dis-16ab0436f3ec,kuhn-discovery-03,kuhn,discovery,J,0.85,-1.5499999999999998,0.0,check,B,A,True,False,A,False,0.5499999999999998,0.61206967747248,0.7052022682491262
kuhn-dis-3894c491b855,kuhn-discovery-00,kuhn,discovery,J,0.675,-1.0250000000000001,0.0,check,B,A,True,False,A,False,0.025000000000000133,0.6713228383660668,0.6217122581866134
kuhn-dis-630a6971909f,kuhn-discovery-05,kuhn,discovery,K,0.5249999999999999,1.525,0.5249999999999999,value_bet,A,A,True,True,A,True,0.0,0.3963962082843519,0.8665648825180731
kuhn-dis-6d160cc97942,kuhn-discovery-05,kuhn,discovery,K,0.425,1.425,0.42500000000000004,value_bet,A,A,True,True,A,True,0.0,0.39747460421020203,0.8664311547297279
kuhn-dis-a5d9b012bfd6,kuhn-discovery-02,kuhn,discovery,K,0.15,1.15,0.1499999999999999,value_bet,A,A,True,True,A,True,0.0,0.4543971267430583,0.8346670172125698
kuhn-dis-b24a29acd775,kuhn-discovery-00,kuhn,discovery,J,0.5,-0.5,0.5,bluff,A,A,True,True,A,True,0.0,0.6545376707123378,0.6506328470299433
kuhn-dis-b4c5b0718904,kuhn-discovery-01,kuhn,discovery,Q,0.4,-0.09999999999999998,0.09999999999999998,check,B,A,True,False,A,False,0.09999999999999998,0.5901426895719779,0.7302558980711245
kuhn-dis-cc1a8c25df4c,kuhn-discovery-04,kuhn,discovery,Q,0.6,-0.29999999999999993,0.29999999999999993,check,B,A,True,False,A,False,0.29999999999999993,0.5893317322201713,0.7303501175684614
kuhn-dis-cd740323deaf,kuhn-discovery-03,kuhn,discovery,J,0.7749999999999999,-1.325,0.0,check,B,A,True,False,A,False,0.32499999999999996,0.6554358068093628,0.6505368717785008
kuhn-dis-ce1fbca967d8,kuhn-discovery-04,kuhn,discovery,Q,0.675,-0.32499999999999996,0.32499999999999996,check,B,A,True,False,A,False,0.32499999999999996,0.5357737721123582,0.7767492824123164
kuhn-dis-ef8c1d405d25,kuhn-discovery-01,kuhn,discovery,Q,0.5,-0.30000000000000004,0.30000000000000004,check,B,A,True,False,A,False,0.30000000000000004,0.562184678769748,0.7543957070413793
kuhn-dis-efb2853ab7d0,kuhn-discovery-02,kuhn,discovery,K,0.275,1.2750000000000001,0.27500000000000013,value_bet,A,A,True,True,A,True,0.0,0.425316098933508,0.851291526961254
kuhn-val-17b505f4fffd,kuhn-validation-03,kuhn,validation,J,0.85,-1.5499999999999998,0.0,check,B,A,True,False,A,False,0.5499999999999998,0.7333274954216156,0.5854651648142741
kuhn-val-3caa8fa35b58,kuhn-validation-04,kuhn,validation,Q,0.6,-0.29999999999999993,0.29999999999999993,check,B,A,True,False,A,False,0.29999999999999993,0.6050675432810447,0.7282647708175009
kuhn-val-638a896e6611,kuhn-validation-02,kuhn,validation,K,0.15,1.15,0.1499999999999999,value_bet,A,A,True,True,A,True,0.0,0.33929695445236313,0.9067678299659262
kuhn-val-80edf38d541a,kuhn-validation-01,kuhn,validation,Q,0.4,-0.09999999999999998,0.09999999999999998,check,B,A,True,False,A,False,0.09999999999999998,0.6776201104253138,0.6477048391046439
kuhn-val-a6d2077fbf85,kuhn-validation-03,kuhn,validation,J,0.7749999999999999,-1.325,0.0,check,B,A,True,False,A,False,0.32499999999999996,0.7333274954216156,0.5854651648142741
kuhn-val-a9215919977a,kuhn-validation-02,kuhn,validation,K,0.275,1.2750000000000001,0.27500000000000013,value_bet,A,A,True,True,A,True,0.0,0.30839416266566033,0.9176668156968553
kuhn-val-ccad19859a2e,kuhn-validation-01,kuhn,validation,Q,0.5,-0.30000000000000004,0.30000000000000004,check,B,A,True,False,A,False,0.30000000000000004,0.6511638391982006,0.6764468593818107
kuhn-val-d22adf784a6d,kuhn-validation-05,kuhn,validation,K,0.5249999999999999,1.525,0.5249999999999999,value_bet,A,A,True,True,A,True,0.0,0.3498128476502136,0.8991696363242658
kuhn-val-d42980350b3f,kuhn-validation-00,kuhn,validation,J,0.675,-1.0250000000000001,0.0,check,B,A,True,False,A,False,0.025000000000000133,0.7352904606524895,0.5564469566710696
kuhn-val-e1d321d0d4d7,kuhn-validation-05,kuhn,validation,K,0.425,1.425,0.42500000000000004,value_bet,A,A,True,True,A,True,0.0,0.3346498704642204,0.9077159549386931
kuhn-val-ecdfc3dbf14a,kuhn-validation-00,kuhn,validation,J,0.5,-0.5,0.5,bluff,A,A,True,True,A,True,0.0,0.7491604147420806,0.5246549217219122
kuhn-val-f93c3f3307be,kuhn-validation-04,kuhn,validation,Q,0.675,-0.32499999999999996,0.32499999999999996,check,B,A,True,False,A,False,0.32499999999999996,0.6028109811090171,0.728591923278478
signaling-dis-23c35c88b772,signaling-discovery-00,signaling,discovery,L,0.5,2.0,0.6499999999999999,pooling_up,B,B,True,True,B,True,0.0,0.9414333947374965,0.5061465309542889
signaling-dis-3841f0a542cf,signaling-discovery-03,signaling,discovery,L,0.0,0.0,2.0500000000000007,separating,A,A,True,True,A,True,0.0,0.8873387496646228,0.6390628861070032
signaling-dis-3bf134d82735,signaling-discovery-05,signaling,discovery,H,1.0,4.0,0.18000000000000016,separating,C,A,True,False,A,False,0.75,1.0920857349152704,0.3598674944382849
signaling-dis-4113bf25c8be,signaling-discovery-00,signaling,discovery,L,0.5,2.0,1.19,pooling_up,B,B,True,True,B,True,0.0,1.065138460081122,0.44993346191870365
signaling-dis-7a06d20f3761,signaling-discovery-01,signaling,discovery,M,0.5,2.0,1.0,separating,B,B,True,True,B,True,0.0,0.8901913632807783,0.5486593383643952
signaling-dis-81cff20e6432,signaling-discovery-04,signaling,discovery,M,0.0,0.0,1.0,pooling_down,A,A,True,True,A,True,0.0,0.9919782400351174,0.5066384892668679
signaling-dis-a76156af271d,signaling-discovery-01,signaling,discovery,M,0.5,2.0,0.3999999999999999,separating,B,B,True,True,B,True,0.0,1.0509450532405165,0.48296980436664033
signaling-dis-c29b190e1b30,signaling-discovery-05,signaling,discovery,H,0.5,2.0,0.04999999999999982,pooling_down,B,B,True,True,B,True,0.0,1.0537710533779747,0.424653072158184
signaling-dis-cae58657653d,signaling-discovery-02,signaling,discovery,H,0.5,2.0,1.2500000000000004,pooling_down,B,B,True,True,B,True,0.0,1.0870430214177322,0.38913746306440744
signaling-dis-d29066e443c5,signaling-discovery-03,signaling,discovery,L,0.0,0.0,0.9700000000000006,separating,A,A,True,True,A,True,0.0,1.0125890911730693,0.5254471666725663
signaling-dis-e31fc85157a1,signaling-discovery-04,signaling,discovery,M,0.0,0.0,0.20000000000000018,pooling_down,A,B,True,False,B,False,0.20000000000000018,1.0392385355101477,0.434903837180468
signaling-dis-f089d56f2bd3,signaling-discovery-02,signaling,discovery,H,1.0,4.0,0.43999999999999995,separating,C,C,True,True,C,True,0.0,1.0651384492817582,0.44993351555495514
signaling-val-07dc5bed9cc2,signaling-validation-02,signaling,validation,H,1.0,4.0,0.43999999999999995,separating,C,B,True,False,B,False,0.43999999999999995,1.0247674666495559,0.4865780809812632
signaling-val-43d1c005cc97,signaling-validation-05,signaling,validation,H,1.0,4.0,0.18000000000000016,separating,C,B,True,False,B,False,0.18000000000000016,1.074788197044342,0.4359540226032621
signaling-val-4c55747510a5,signaling-validation-02,signaling,validation,H,0.5,2.0,1.2500000000000004,pooling_down,B,B,True,True,B,True,0.0,1.0349239303204232,0.49421944912943006
signaling-val-6d8df5c3b525,signaling-validation-01,signaling,validation,M,0.5,2.0,0.3999999999999999,separating,B,B,True,True,B,True,0.0,1.0594326409329684,0.4668987411076523
signaling-val-82a44f4901fa,signaling-validation-03,signaling,validation,L,0.0,0.0,2.0500000000000007,separating,A,A,True,True,A,True,0.0,1.0780996534638643,0.4192289720773704
signaling-val-859c8bda68e9,signaling-validation-01,signaling,validation,M,0.5,2.0,1.0,separating,B,B,True,True,B,True,0.0,1.0684453774165001,0.45186275234064227
signaling-val-a9c62422cd22,signaling-validation-00,signaling,validation,L,0.5,2.0,1.19,pooling_up,B,B,True,True,B,True,0.0,1.0041778571104505,0.545338338590764
signaling-val-b11f91b9b7be,signaling-validation-03,signaling,validation,L,0.0,0.0,0.9700000000000006,separating,A,A,True,True,A,True,0.0,1.0651384492817582,0.44993351555495514
signaling-val-c6bd6eaf6ace,signaling-validation-04,signaling,validation,M,0.0,0.0,1.0,pooling_down,A,B,True,False,B,False,1.0,1.0553113255119202,0.44421399049139987
signaling-val-cc723d7d3a3d,signaling-validation-04,signaling,validation,M,0.0,0.0,0.20000000000000018,pooling_down,A,A,True,True,A,True,0.0,1.0969265334082936,0.3469214370297167
signaling-val-d455d6430b56,signaling-validation-05,signaling,validation,H,0.5,2.0,0.04999999999999982,pooling_down,B,B,True,True,B,True,0.0,1.0870430214177322,0.38913746306440744
signaling-val-dbcb81efe220,signaling-validation-00,signaling,validation,L,0.5,2.0,0.6499999999999999,pooling_up,B,B,True,True,B,True,0.0,1.0397501157972375,0.4752510157134754
